20170601 061000;1.123050;1.123070;1.122910;1.123070;0
20170601 061100;1.123070;1.123110;1.123040;1.123110;0
20170601 061200;1.123110;1.123180;1.123110;1.123160;0
20170601 061300;1.123160;1.123170;1.123150;1.123170;0
20170601 061400;1.123170;1.123170;1.123060;1.123130;0
20170601 061500;1.123120;1.123350;1.123110;1.123350;0
20170601 061600;1.123330;1.123330;1.123230;1.123330;0
20170601 061700;1.123320;1.123320;1.123120;1.123160;0
20170601 061800;1.123160;1.123290;1.123100;1.123290;0
20170601 061900;1.123290;1.123490;1.123220;1.123490;0
20170601 062000;1.123490;1.123660;1.123340;1.123350;0
20170601 062100;1.123330;1.123340;1.123140;1.123160;0
20170601 062200;1.123180;1.123180;1.123030;1.123170;0
20170601 062300;1.123150;1.123160;1.122900;1.122910;0
20170601 062400;1.122920;1.122960;1.122860;1.122930;0
20170601 062500;1.122930;1.122970;1.122890;1.122900;0
20170601 062600;1.122900;1.122900;1.122780;1.122780;0
20170601 062700;1.122770;1.122940;1.122760;1.122930;0
20170601 062800;1.122940;1.123110;1.122940;1.123020;0
20170601 062900;1.123020;1.123060;1.123000;1.123020;0
20170601 063000;1.123020;1.123170;1.123020;1.123160;0
20170601 063100;1.123140;1.123140;1.122980;1.123020;0
20170601 063200;1.123070;1.123130;1.123070;1.123130;0
20170601 063300;1.123110;1.123120;1.123100;1.123110;0
20170601 063400;1.123120;1.123130;1.123090;1.123100;0
20170601 063500;1.123080;1.123110;1.122920;1.122960;0
20170601 063600;1.122970;1.123030;1.122930;1.122970;0
20170601 063700;1.122970;1.122970;1.122760;1.122820;0
20170601 063800;1.122830;1.122910;1.122770;1.122840;0
20170601 063900;1.122830;1.122970;1.122820;1.122830;0
20170601 064000;1.122820;1.122820;1.122610;1.122630;0
20170601 064100;1.122630;1.122640;1.122530;1.122570;0
20170601 064200;1.122580;1.122800;1.122520;1.122520;0
20170601 064300;1.122530;1.122580;1.122400;1.122470;0
20170601 064400;1.122470;1.122680;1.122470;1.122610;0
20170601 064500;1.122620;1.122730;1.122580;1.122720;0
20170601 064600;1.122720;1.122810;1.122670;1.122700;0
20170601 064700;1.122720;1.122830;1.122700;1.122830;0
20170601 064800;1.122810;1.122910;1.122800;1.122910;0
20170601 064900;1.122910;1.122970;1.122890;1.122930;0
20170601 065000;1.122930;1.123070;1.122930;1.122990;0
20170601 065100;1.123010;1.123160;1.122990;1.123090;0
20170601 065200;1.123070;1.123070;1.122980;1.122980;0
20170601 065300;1.123030;1.123110;1.123000;1.123070;0
20170601 065400;1.123060;1.123070;1.123010;1.123020;0
20170601 065500;1.123030;1.123060;1.122860;1.122860;0
20170601 065600;1.122870;1.122910;1.122820;1.122890;0
20170601 065700;1.122880;1.122880;1.122740;1.122820;0
20170601 065800;1.122830;1.122920;1.122770;1.122880;0
20170601 065900;1.122870;1.122870;1.122760;1.122760;0
20170601 070000;1.122740;1.122770;1.122620;1.122660;0
20170601 070100;1.122650;1.122690;1.122570;1.122600;0
20170601 070200;1.122590;1.122650;1.122500;1.122500;0
20170601 070300;1.122490;1.122720;1.122460;1.122720;0
20170601 070400;1.122720;1.122720;1.122620;1.122630;0
20170601 070500;1.122620;1.122740;1.122590;1.122740;0
20170601 070600;1.122740;1.122750;1.122700;1.122700;0
20170601 070700;1.122710;1.122820;1.122710;1.122730;0
20170601 070800;1.122710;1.122780;1.122610;1.122610;0
20170601 070900;1.122620;1.122630;1.122520;1.122530;0
20170601 071000;1.122540;1.122640;1.122530;1.122550;0
20170601 071100;1.122560;1.122650;1.122530;1.122590;0
20170601 071200;1.122600;1.122610;1.122500;1.122510;0
20170601 071300;1.122520;1.122540;1.122490;1.122490;0
20170601 071400;1.122500;1.122520;1.122480;1.122490;0
20170601 071500;1.122500;1.122510;1.122420;1.122430;0
20170601 071600;1.122430;1.122430;1.121890;1.121920;0
20170601 071700;1.121920;1.121960;1.121670;1.121720;0
20170601 071800;1.121710;1.122010;1.121690;1.122000;0
20170601 071900;1.121990;1.122050;1.121960;1.122000;0
20170601 072000;1.122010;1.122070;1.121860;1.121950;0
20170601 072100;1.121940;1.121970;1.121910;1.121940;0
20170601 072200;1.121950;1.121950;1.121810;1.121810;0
20170601 072300;1.121810;1.122000;1.121790;1.122000;0
20170601 072400;1.121980;1.122030;1.121960;1.121970;0
20170601 072500;1.121990;1.122100;1.121970;1.122060;0
20170601 072600;1.122060;1.122060;1.122000;1.122020;0
20170601 072700;1.122030;1.122270;1.122030;1.122270;0
20170601 072800;1.122270;1.122290;1.122110;1.122280;0
20170601 072900;1.122310;1.122320;1.122200;1.122210;0
20170601 073000;1.122200;1.122380;1.122180;1.122350;0
20170601 073100;1.122380;1.122380;1.122270;1.122330;0
20170601 073200;1.122330;1.122330;1.122210;1.122250;0
20170601 073300;1.122260;1.122260;1.122100;1.122170;0
20170601 073400;1.122160;1.122200;1.122110;1.122110;0
20170601 073500;1.122120;1.122120;1.121990;1.121990;0
20170601 073600;1.122000;1.122020;1.121890;1.121910;0
20170601 073700;1.121900;1.122060;1.121900;1.122060;0
20170601 073800;1.122060;1.122080;1.122010;1.122020;0
20170601 073900;1.122040;1.122140;1.122030;1.122120;0
20170601 074000;1.122120;1.122140;1.122070;1.122140;0
20170601 074100;1.122160;1.122270;1.122130;1.122170;0
20170601 074200;1.122180;1.122180;1.121970;1.122050;0
20170601 074300;1.122040;1.122040;1.121950;1.122020;0
20170601 074400;1.122040;1.122060;1.121930;1.122040;0
20170601 074500;1.122030;1.122040;1.121910;1.121930;0
20170601 074600;1.121950;1.121990;1.121930;1.121960;0
20170601 074700;1.121970;1.122060;1.121940;1.122020;0
20170601 074800;1.122010;1.122030;1.121920;1.121970;0
20170601 074900;1.121980;1.122180;1.121980;1.122010;0
20170601 075000;1.122020;1.122180;1.122020;1.122180;0
20170601 075100;1.122170;1.122210;1.122110;1.122160;0
20170601 075200;1.122170;1.122180;1.122100;1.122140;0
20170601 075300;1.122130;1.122130;1.121970;1.121980;0
20170601 075400;1.121970;1.122040;1.121930;1.122020;0
20170601 075500;1.122020;1.122170;1.121950;1.122120;0
20170601 075600;1.122120;1.122180;1.122060;1.122180;0
20170601 075700;1.122180;1.122180;1.122030;1.122030;0
20170601 075800;1.122000;1.122030;1.121890;1.121930;0
20170601 075900;1.121900;1.121900;1.121760;1.121820;0
20170601 080000;1.121870;1.122260;1.121810;1.122160;0
20170601 080100;1.122160;1.122170;1.122060;1.122070;0
